mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.270559024810791,0.0071469515885063594,0.047020769119262694,0.0006796069066377107,,sqrt,1,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-0.8462375485788226,-0.9728437885138602,-0.5521276919298949,-0.4579942788913654,-1.1533659376913887,-0.7965138491210663,0.2589317285255719,3
0.5046014785766602,0.005918160223704033,0.06288313865661621,0.0005002802441521379,,sqrt,1,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 600}",-0.8580481578497541,-0.9822142996819688,-0.5490142956102878,-0.43820100683542074,-1.16156638620531,-0.7978088292365483,0.2687639188537918,6
0.25556445121765137,0.006522444645566469,0.035179758071899415,0.006479513760698809,,sqrt,2,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",-0.8812467942687793,-0.9981296740787522,-0.561048502335557,-0.47531357474980995,-1.1977506436222618,-0.8226978378110321,0.2698166479677551,34
0.5011693477630615,0.012815561708543914,0.0630483627319336,0.0009849499561793297,,sqrt,2,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 600}",-0.8851400534573132,-0.9951237881431909,-0.5540593758776845,-0.46718932587836187,-1.1926334786230404,-0.8188292043959182,0.2716469070870307,28
0.2652397155761719,0.011733533258957759,0.04134764671325684,0.007719010408586392,,sqrt,4,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",-0.8947148982698534,-1.1657957322250647,-0.6187852656338977,-0.603865335703048,-1.1996748426322215,-0.8965672148928171,0.25581198604870276,49
0.5157578945159912,0.013044467986354436,0.06297140121459961,0.00024288314654485866,,sqrt,4,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 600}",-0.8923758007739736,-1.1760803343495565,-0.6152687100394132,-0.6073730577753191,-1.1945968848693345,-0.8971389575615193,0.2567984855805538,52
0.2748615264892578,0.009184592335039151,0.04730377197265625,0.0012005281186904862,,0.5,1,300,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-0.8843158815881422,-0.9584977018244631,-0.5534458188878508,-0.49294002659954367,-1.116686938977054,-0.8011772735754107,0.23982875904006715,10
0.5323666095733642,0.013189316316178451,0.0626136302947998,0.0005185739603135594,,0.5,1,600,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 600}",-0.88060102047818,-0.9616776708077445,-0.550002861294797,-0.47393728078976183,-1.1377511897893582,-0.8007940046319681,0.251206836669249,9
0.26235337257385255,0.00704135257024616,0.04061946868896484,0.00711162878154334,,0.5,2,300,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",-0.9036845879649076,-0.9764867979329033,-0.5434018422866692,-0.511963734701657,-1.1680618046641458,-0.8207197535100565,0.2545696523232866,32
0.5091607570648193,0.006431860650006016,0.06958236694335937,0.012389665233552326,,0.5,2,600,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 2, 'model__n_estimators': 600}",-0.8974294488770311,-0.9753690603376509,-0.5399589562284831,-0.48402204938486504,-1.182508715161372,-0.8158576459978804,0.2656184508065456,24
