mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.004780960083007812,0.0007448475029016561,0.001994895935058594,2.7804145311571603e-07,1,{'model__n_components': 1},-0.8043036028068185,-0.5251973491253973,-0.576383262073506,-0.4953148996714229,-1.1985726316399636,-0.7199543490634216,0.26275314852197396,8
0.004183769226074219,0.0004011633307445998,0.0021934032440185545,0.00038556851521660406,2,{'model__n_components': 2},-0.7039711796591531,-0.558052445175286,-0.42242106153572073,-0.5096510877067713,-0.5772600231113706,-0.5542711594376603,0.09200900080663206,7
0.005983924865722657,2.431401974483864e-07,0.001994800567626953,1.784161275279017e-07,3,{'model__n_components': 3},-0.5176028666280752,-0.5170914173765996,-0.47059169387322175,-0.5099986276347426,-0.4375848091574123,-0.4905738829340104,0.031680265524453556,6
0.0065823554992675785,0.0004884997731965918,0.0025929927825927733,0.0004885777256966609,4,{'model__n_components': 4},-0.41649596432897584,-0.4472944254413582,-0.4435378248861421,-0.5511587617999616,-0.39471240977047445,-0.45063987724538246,0.053776139234763404,5
0.0057848930358886715,0.0007462003740033475,0.002798318862915039,0.0004020222818950848,5,{'model__n_components': 5},-0.3696873294437609,-0.3155854991058162,-0.39935800609837563,-0.5992399577192069,-0.37880783427419534,-0.412535725328271,0.09737045209529122,4
0.005379676818847656,0.0004811244866118313,0.0020009994506835936,1.2426526382723236e-05,6,{'model__n_components': 6},-0.3211947342197716,-0.3108037980543614,-0.3149084598379546,-0.504978740041085,-0.33507453559668043,-0.3573920535499706,0.07425021057010696,3
0.0057906627655029295,0.0004019067862403259,0.001994609832763672,4.264961199760036e-07,7,{'model__n_components': 7},-0.2963645482164703,-0.3000767713539127,-0.32476476253710956,-0.5028788380922787,-0.3349041755396314,-0.3517978191478805,0.07692797922787564,2
0.0055922985076904295,0.0004821959125058867,0.0019875049591064455,1.2731105639454633e-05,8,{'model__n_components': 8},-0.3387054322266554,-0.2669326430901575,-0.311995342731411,-0.4765213032096492,-0.32194810953785796,-0.3432205661591462,0.0707627757053554,1
