mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.004195451736450195,0.0007535728280634505,0.0019946575164794924,1.784161275279017e-07,0.01,{'model__alpha': 0.01},-1.4628430216191635,-1.3120234975626948,-0.950552775763738,-0.8767081542995784,-1.4759709365216682,-1.2156196771533687,0.2542901254191368,5
0.003989410400390625,1.784161275279017e-07,0.0017951011657714843,0.0003988981353824061,0.1,{'model__alpha': 0.1},-1.2758112118422258,-1.3550972137702684,-0.9147868702636531,-0.7522245409242202,-1.26815040078015,-1.1132140475161036,0.23606666264791568,4
0.0037899017333984375,0.00039887432558979505,0.001795196533203125,0.0003989459045873741,1.0,{'model__alpha': 1.0},-1.1515187551780628,-1.0563204563975346,-0.8521576183308449,-0.6263988048421961,-1.1631708893473183,-0.9699133048191912,0.20477492171472766,3
0.0035904407501220702,0.0004885971129893826,0.001396322250366211,0.0004885971129893826,10.0,{'model__alpha': 10.0},-1.0699441671884187,-0.5943407453306794,-0.7819397713509193,-0.5176078492698442,-1.1585016412843792,-0.8244668348848482,0.2532853639041273,1
0.0037899017333984375,0.0007462891821359188,0.0015956401824951173,0.0004884413786299774,100.0,{'model__alpha': 100.0},-1.0971978387576138,-0.8163989625663824,-0.5586225159042172,-0.6270329596030568,-1.2097099452313647,-0.861792444412527,0.25516538813743905,2
