mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.005725669860839844,0.003975805695916574,0.0023941993713378906,0.0008123039603591953,1,{'model__n_components': 1},-0.8126044161807813,-0.6449535423160627,-0.607575657889359,-0.5941413108228607,-1.2240770257417959,-0.776670390590172,0.23694859066049348,8
0.004378461837768554,0.000786965530676414,0.0018035888671875,0.00040351191564793,2,{'model__n_components': 2},-0.6655766353250625,-0.760125212010091,-0.6199637579101878,-0.3721253297719141,-0.6491908855885232,-0.6133963641211558,0.1294513236316559,6
0.004989433288574219,0.000635187320323235,0.0017987728118896485,0.00039995654602536146,3,{'model__n_components': 3},-0.5049763726556152,-0.6767370624770821,-0.7298399579051489,-0.5192832168838215,-0.5916223898358276,-0.604491799951499,0.08747683496191726,5
0.004588985443115234,0.0004898071335483563,0.0016008853912353516,0.0004800779742733365,4,{'model__n_components': 4},-0.3958308886268245,-0.5526594315150435,-0.5222217573562007,-1.1077436017133135,-0.5201158433132491,-0.6197143045049263,0.24988692845042745,7
0.004515933990478516,0.0006754433001972326,0.0017954349517822266,0.00039811135766206043,5,{'model__n_components': 5},-0.3292698818810349,-0.44790065650599103,-0.4161338048666037,-1.036799587291335,-0.5314842231733791,-0.5523176307436687,0.25074131462660865,4
0.004587745666503907,0.0004886944566570865,0.0015957355499267578,0.0004887139137589383,6,{'model__n_components': 6},-0.3237040378856607,-0.43815766263870476,-0.4433972471334196,-0.8615461599373337,-0.5148343895734209,-0.516327899433708,0.18314545910836322,3
0.004587697982788086,0.0004886555308230838,0.0013964176177978516,0.000488616573967537,7,{'model__n_components': 7},-0.2908244983676033,-0.19784975888061918,-0.4769722101670543,-0.6646684609368226,-0.5192157192041633,-0.42990612951125257,0.16643234678849164,2
0.004587745666503907,0.0004884998430145338,0.001795196533203125,0.00039870742903808847,8,{'model__n_components': 8},-0.24731891572001638,-0.21822807573868647,-0.4525383847621286,-0.5886954248215199,-0.49374151621126944,-0.40010446345072415,0.14387926081759284,1
