mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2705549716949463,0.011719939455289341,0.04436616897583008,0.005714799133418687,,sqrt,1,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-0.7892988456486469,-0.6125970741517313,-0.5823426186154524,-0.7782129190406749,-0.8699647307182911,-0.7264832376349594,0.11041311125961757,32
0.5163702964782715,0.012731954464645003,0.06315221786499023,0.001094411706424229,,sqrt,1,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 600}",-0.7606720585896811,-0.5974880097911706,-0.5558147492573514,-0.769417035021927,-0.8646954326865768,-0.7096174570693414,0.11529095910647665,25
0.2548543930053711,0.006003146429123038,0.04097867012023926,0.006838044728266641,,sqrt,2,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",-0.7017586005278356,-0.618354632061541,-0.5822770845060917,-0.8281824594896826,-0.9086171360886718,-0.7278379825347645,0.12377788950102758,34
0.5134442329406739,0.008347459589132257,0.06304559707641602,0.0006519863462672393,,sqrt,2,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 600}",-0.6738636865730622,-0.6302131897452204,-0.5801390348758947,-0.8058222984240959,-0.8955834409157434,-0.7171243301068033,0.1165375343155469,29
0.2641251564025879,0.005075057406878899,0.04090337753295899,0.007004099418832276,,sqrt,4,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",-0.7648195978633459,-0.7572606149745477,-0.6181717836777854,-1.0629275667030236,-0.969380638277607,-0.8345120402992618,0.15999444821954398,52
0.5034161567687988,0.002296480578801027,0.06326923370361329,0.0006044711505761059,,sqrt,4,600,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 600}",-0.7502094171609558,-0.7537112438343403,-0.6065739463625898,-1.0595654745701553,-0.9683364474350977,-0.8276793058726277,0.16365577568085082,49
0.2688419818878174,0.0005619629186102838,0.04640283584594727,0.00039068899990107663,,0.5,1,300,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-0.7344410265078489,-0.596477931949523,-0.5155952595695817,-0.7648825961124793,-0.7922570809466258,-0.6807307790172118,0.10655769990971242,19
0.5192003726959229,0.0060742852648288555,0.06812715530395508,0.011162640673027427,,0.5,1,600,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 600}",-0.7358692262986886,-0.5892090797818521,-0.5028091671341763,-0.7516732509362566,-0.7931120559065437,-0.6745345560115035,0.11003907450917254,14
0.26714153289794923,0.0016042654415857915,0.04703807830810547,0.0008594172501033242,,0.5,2,300,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",-0.6835748725392002,-0.6323609185413074,-0.4968389574593577,-0.7785141905645286,-0.8515011736007153,-0.6885580225410218,0.1221324926793998,23
0.5249602317810058,0.013667188779850082,0.06312093734741211,0.0009224719372570694,,0.5,2,600,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 2, 'model__n_estimators': 600}",-0.6697717948932732,-0.6311792710544311,-0.49028664332219457,-0.7728385223070408,-0.8343790545325178,-0.6796910572218915,0.11910553633710777,17
0.26797847747802733,0.001216999703957896,0.04644589424133301,0.000493444293088483,,0.5,4,300,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",-0.6884188749253227,-0.7302933254001959,-0.5226294958308767,-1.0061232800741902,-0.9553317953422586,-0.7805593543145688,0.17830807286782466,46
0.5144822120666503,0.00646862476398057,0.062437248229980466,0.00042407127094344307,,0.5,4,600,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 4, 'model__n_estimators': 600}",-0.6824314954331473,-0.7367544473652939,-0.5148340849032405,-0.9965345396279642,-0.9502666845754724,-0.7761642503810237,0.17748641598033094,43
0.2635968208312988,0.005192744982349883,0.0407660961151123,0.007128441755275515,,1.0,1,300,"{'model__max_depth': None, 'model__max_features': 1.0, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-0.723787639717636,-0.5445884102463924,-0.5030307101957087,-0.7472973109853304,-0.7621883394583309,-0.6561784821206798,0.1095612278170305,4
0.5080901622772217,0.0054787535707085866,0.06310954093933105,0.0006086252916180201,,1.0,1,600,"{'model__max_depth': None, 'model__max_features': 1.0, 'model__min_samples_leaf': 1, 'model__n_estimators': 600}",-0.725425238687256,-0.5629531159928147,-0.4958338173161131,-0.7369853749112409,-0.7390856131216124,-0.6520566320058074,0.10248403950603983,2
0.26403393745422366,0.006547595167264469,0.043419837951660156,0.005281494345091135,,1.0,2,300,"{'model__max_depth': None, 'model__max_features': 1.0, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",-0.6668102253529016,-0.6018435079667696,-0.5026441675868546,-0.7656473008312213,-0.7872416212265824,-0.6648373645928659,0.10528456353490047,11
0.5099495887756348,0.00755123337751619,0.0629652500152588,0.000212313831678925,,1.0,2,600,"{'model__max_depth': None, 'model__max_features': 1.0, 'model__min_samples_leaf': 2, 'model__n_estimators': 600}",-0.6625379024731345,-0.610414887671477,-0.49652143147980626,-0.7618802602781786,-0.7680433020308856,-0.6598795567866964,0.10123560311891808,8
0.2587371826171875,0.006873411161226008,0.043598365783691403,0.0056068598716895865,,1.0,4,300,"{'model__max_depth': None, 'model__max_features': 1.0, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",-0.6553012818335773,-0.7401664747813566,-0.5188099285191219,-0.9796685660160016,-0.9511772782775028,-0.769024705885512,0.1754557750162484,40
0.5050184249877929,0.0017294743345125775,0.06313796043395996,0.0007951844792944418,,1.0,4,600,"{'model__max_depth': None, 'model__max_features': 1.0, 'model__min_samples_leaf': 4, 'model__n_estimators': 600}",-0.6521716907573584,-0.7414016139418297,-0.5090018657357996,-0.970080208957714,-0.9361568199553182,-0.761762439869604,0.1732756740475837,37
0.2523975372314453,0.0005201670542073425,0.041396713256835936,0.006931324185193498,5,sqrt,1,300,"{'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",-0.7672467565379122,-0.6319403781848029,-0.5756719706630724,-0.7792270915532359,-0.9096191270783626,-0.7327410648034772,0.11787189751255632,36
0.49835715293884275,0.006701310078387831,0.06258592605590821,0.001183520869557813,5,sqrt,1,600,"{'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 600}",-0.750993893908668,-0.6132913339306378,-0.559615300374885,-0.7753531524410591,-0.8758310736402188,-0.7150169508590938,0.11427489125007799,27
