ligando,nanoparticula,proteina,ICNB_0_100,ICNB_global_0_100,ICNB_bruto,ranking_ICNB_por_proteina,ranking_ICNB_global,y_ligando_proteina,E_nano_proteina,score_ligando_proteina,score_nano_proteina,score_contextual,score_contextual_medio
PVP_monomer_N-vinyl-2-pyrrolidone,Ag_13,1hzh,21.69105669424936,21.208783084876057,-0.4134760812381953,104,311,-4.531,-2.13,-0.1218647215869497,-0.7050874408894409,-0.8269521624763907,-0.4134760812381953
PVP_monomer_N-vinyl-2-pyrrolidone,Au_13,1hzh,21.628499063418147,21.14761634499313,-0.41549446131707723,105,313,-4.531,-2.12,-0.1218647215869497,-0.7091242010472047,-0.8309889226341545,-0.4154944613170772
1-Dodecanethiol,Ag_13,1hzh,21.6263975042242,21.14556151134843,-0.41556226671755825,106,314,-4.525,-2.13,-0.1260370925456756,-0.7050874408894409,-0.8311245334351165,-0.4155622667175582
1-Dodecanethiol,Au_13,1hzh,21.563839873392983,21.084394771465497,-0.4175806467964402,107,315,-4.525,-2.12,-0.1260370925456756,-0.7091242010472047,-0.8351612935928804,-0.4175806467964402
11-Mercaptoundecanoic_acid_MUA,Ag_13,1hzh,21.421643402477837,20.945359861844253,-0.42216852073554156,108,316,-4.506,-2.13,-0.1392496005816422,-0.7050874408894409,-0.8443370414710831,-0.4221685207355415
11-Mercaptoundecanoic_acid_MUA,Au_13,1hzh,21.359085771646626,20.88419312196133,-0.42418690081442345,109,317,-4.506,-2.12,-0.1392496005816422,-0.7091242010472047,-0.848373801628847,-0.4241869008144235
Dithiothreitol_DTT,Ag_13,1hzh,20.7966045655679,20.334217984410476,-0.44233498036938523,110,321,-4.448,-2.13,-0.1795825198493296,-0.7050874408894409,-0.8846699607387705,-0.4423349803693852
Dithiothreitol_DTT,Au_13,1hzh,20.734046934736686,20.273051244527547,-0.4443533604482672,111,322,-4.448,-2.12,-0.1795825198493296,-0.7091242010472047,-0.8887067208965344,-0.4443533604482672
4-Aminothiophenol,Ag_13,1hzh,18.608968636383104,18.195221413392233,-0.5129175890878384,112,334,-4.245,-2.13,-0.3207477372862359,-0.7050874408894409,-1.0258351781756767,-0.5129175890878384
4-Aminothiophenol,Au_13,1hzh,18.54641100555189,18.134054673509308,-0.5149359691667204,113,335,-4.245,-2.12,-0.3207477372862359,-0.7091242010472047,-1.0298719383334407,-0.5149359691667204
L-Homocysteine,Ag_13,1hzh,18.188683901219523,17.784281185462625,-0.5264777947036987,114,340,-4.206,-2.13,-0.3478681485179565,-0.7050874408894409,-1.0529555894073974,-0.5264777947036987
L-Homocysteine,Au_13,1hzh,18.126126270388312,17.7231144455797,-0.5284961747825806,115,341,-4.206,-2.12,-0.3478681485179565,-0.7091242010472047,-1.0569923495651614,-0.5284961747825807
Methionine,Ag_13,1hzh,18.059365521169187,17.657838038407355,-0.5306501656624252,116,344,-4.194,-2.13,-0.3562128904354095,-0.7050874408894409,-1.0613003313248504,-0.5306501656624252
Methionine,Au_13,1hzh,17.99680789033797,17.596671298524424,-0.5326685457413072,117,346,-4.194,-2.12,-0.3562128904354095,-0.7091242010472047,-1.0653370914826144,-0.5326685457413072
PEG-amine_n_3_proxy,Ag_13,1hzh,17.90849407777713,17.510321033509545,-0.5355179317809392,118,347,-4.18,-2.13,-0.3659484226724376,-0.7050874408894409,-1.0710358635618786,-0.5355179317809393
PEG-amine_n_3_proxy,Au_13,1hzh,17.845936446945917,17.449154293626616,-0.5375363118598212,119,349,-4.18,-2.12,-0.3659484226724376,-0.7091242010472047,-1.0750726237196424,-0.5375363118598212
6-Mercaptohexanoic_acid,Ag_13,1hzh,17.003265417424803,16.625219004122687,-0.5647245284920231,120,356,-4.096,-2.13,-0.4243616160946054,-0.7050874408894409,-1.1294490569840463,-0.5647245284920231
6-Mercaptohexanoic_acid,Au_13,1hzh,16.940707786593592,16.564052264239763,-0.566742908570905,121,357,-4.096,-2.12,-0.4243616160946054,-0.7091242010472047,-1.13348581714181,-0.566742908570905
2-Mercaptosuccinic_acid,Ag_13,1hzh,15.936388782009557,15.582063040916747,-0.5991465889015151,122,365,-3.997,-2.13,-0.4932057369135893,-0.7050874408894409,-1.19829317780303,-0.5991465889015151
2-Mercaptosuccinic_acid,Au_13,1hzh,15.873831151178342,15.520896301033819,-0.6011649689803971,123,366,-3.997,-2.12,-0.4932057369135893,-0.7091242010472047,-1.202329937960794,-0.6011649689803971
mPEG-thiol_n_6_methyl-capped,Ag_13,1hzh,15.559210173529419,15.213270528672224,-0.6113160041978001,124,369,-3.962,-2.13,-0.5175445675061592,-0.7050874408894409,-1.2226320083956002,-0.6113160041978001
mPEG-thiol_n_6_methyl-capped,Au_13,1hzh,15.49665254269821,15.1521037887893,-0.613334384276682,125,370,-3.962,-2.12,-0.5175445675061592,-0.7091242010472047,-1.226668768553364,-0.613334384276682
Tris_buffer_Tris_base,Ag_13,1hzh,15.214361160061868,14.876088803191518,-0.6224423267544035,126,372,-3.93,-2.13,-0.539797212619366,-0.7050874408894409,-1.244884653508807,-0.6224423267544035
Tris_buffer_Tris_base,Au_13,1hzh,15.151803529230655,14.814922063308593,-0.6244607068332854,127,373,-3.93,-2.12,-0.539797212619366,-0.7091242010472047,-1.2489214136665707,-0.6244607068332854
PEG-thiol_n_6,Ag_13,1hzh,14.82640601991087,14.496759362025722,-0.6349594396305823,128,378,-3.894,-2.13,-0.5648314383717238,-0.7050874408894409,-1.2699188792611646,-0.6349594396305823
PEG-thiol_n_6,Au_13,1hzh,14.763848389079659,14.4355926221428,-0.6369778197094642,129,380,-3.894,-2.12,-0.5648314383717238,-0.7091242010472047,-1.2739556394189284,-0.6369778197094642
3-Mercapto-1-propanesulfonic_acid_MPS,Ag_13,1hzh,11.949072063790963,11.683399340046066,-0.7277946934622423,130,405,-3.627,-2.13,-0.7505019460350438,-0.7050874408894409,-1.4555893869244847,-0.7277946934622423
3-Mercapto-1-propanesulfonic_acid_MPS,Au_13,1hzh,11.886514432959748,11.622232600163137,-0.7298130735411243,131,407,-3.627,-2.12,-0.7505019460350438,-0.7091242010472047,-1.4596261470822487,-0.7298130735411243
PEG-thiol_n_4,Ag_13,1hzh,11.507234265285659,11.25138525427391,-0.7420502942378905,132,410,-3.586,-2.13,-0.7790131475863401,-0.7050874408894409,-1.484100588475781,-0.7420502942378905
PEG-thiol_n_3,Ag_13,1hzh,11.453351606931358,11.198700609667553,-0.7437887821373597,133,411,-3.581,-2.13,-0.7824901233852786,-0.7050874408894409,-1.487577564274719,-0.7437887821373597
PEG-thiol_n_4,Au_13,1hzh,11.44467663445445,11.190218514390985,-0.7440686743167724,134,412,-3.586,-2.12,-0.7790131475863401,-0.7091242010472047,-1.4881373486335447,-0.7440686743167724
PEG-thiol_n_3,Au_13,1hzh,11.390793976100143,11.137533869784624,-0.7458071622162417,135,414,-3.581,-2.12,-0.7824901233852786,-0.7091242010472047,-1.491614324432483,-0.7458071622162417
L-Cysteine,Ag_13,1hzh,11.291703631868439,11.040646675848466,-0.7490042458357676,136,416,-3.566,-2.13,-0.7929210507820944,-0.7050874408894409,-1.4980084916715353,-0.7490042458357676
L-Cysteine,Au_13,1hzh,11.229146001037227,10.979479935965543,-0.7510226259146495,137,418,-3.566,-2.12,-0.7929210507820944,-0.7091242010472047,-1.502045251829299,-0.7510226259146495
mPEG-thiol_n_3_methyl-capped,Ag_13,1hzh,10.267933123136642,10.03963842832762,-0.782035515925684,138,421,-3.471,-2.13,-0.8589835909619271,-0.7050874408894409,-1.564071031851368,-0.782035515925684
mPEG-thiol_n_3_methyl-capped,Au_13,1hzh,10.205375492305427,9.978471688444692,-0.784053896004566,139,422,-3.471,-2.12,-0.8589835909619271,-0.7091242010472047,-1.568107792009132,-0.784053896004566
PEG-dithiol_n_3,Ag_13,1hzh,9.8368718563022,9.618161271476735,-0.7959434191214383,140,423,-3.431,-2.13,-0.8867993973534357,-0.7050874408894409,-1.5918868382428766,-0.7959434191214383
PEG-dithiol_n_3,Au_13,1hzh,9.774314225470983,9.556994531593807,-0.7979617992003203,141,424,-3.431,-2.12,-0.8867993973534357,-0.7091242010472047,-1.5959235984006406,-0.7979617992003203
1-Hexanethiol,Ag_13,1hzh,9.308821804430009,9.101851754334403,-0.8129806005362372,142,425,-3.382,-2.13,-0.9208737601830336,-0.7050874408894409,-1.6259612010724744,-0.8129806005362372
1-Hexanethiol,Au_13,1hzh,9.246264173598794,9.040685014451476,-0.8149989806151192,143,426,-3.382,-2.12,-0.9208737601830336,-0.7091242010472047,-1.6299979612302384,-0.8149989806151192
3-Mercaptopropionic_acid,Ag_13,1hzh,7.228951191953823,7.068224472528885,-0.8800862334557518,144,437,-3.189,-2.13,-1.0550850260220628,-0.7050874408894409,-1.7601724669115035,-0.8800862334557518
3-Mercaptopropionic_acid,Au_13,1hzh,7.166393561122608,7.007057732645957,-0.8821046135346338,145,438,-3.189,-2.12,-1.0550850260220628,-0.7091242010472047,-1.7642092270692675,-0.8821046135346338
Polyethyleneimine_fragment_ethylenediamine,Ag_13,1hzh,4.545594805909413,4.444529171132124,-0.9666629308493224,146,446,-2.94,-2.13,-1.228238420809204,-0.7050874408894409,-1.9333258616986448,-0.9666629308493224
Polyethyleneimine_fragment_ethylenediamine,Au_13,1hzh,4.4830371750781985,4.3833624312491954,-0.9686813109282044,147,447,-2.94,-2.12,-1.228238420809204,-0.7091242010472047,-1.9373626218564088,-0.9686813109282044
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,Ag_13,1hzh,3.7912375889491465,3.706944146643083,-0.9910017614418922,148,449,-2.87,-2.13,-1.2769160819943437,-0.7050874408894409,-1.9820035228837845,-0.9910017614418922
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,Au_13,1hzh,3.728679958117931,3.6457774067601543,-0.9930201415207742,149,450,-2.87,-2.12,-1.2769160819943437,-0.7091242010472047,-1.9860402830415484,-0.9930201415207742
Thioglycolic_acid_mercaptoacetic_acid,Ag_13,1hzh,3.2739640687478135,3.2011715584220197,-1.0076912452767974,150,451,-2.822,-2.13,-1.310295049664154,-0.7050874408894409,-2.015382490553595,-1.0076912452767974
Thioglycolic_acid_mercaptoacetic_acid,Au_13,1hzh,3.2114064379165983,3.1400048185390914,-1.0097096253556794,151,452,-2.822,-2.12,-1.310295049664154,-0.7091242010472047,-2.019419250711359,-1.0097096253556794
1-Butanethiol,Ag_13,1hzh,2.5950425734835654,2.5373450363818755,-1.0295961928101105,152,454,-2.759,-2.13,-1.3541049447307802,-0.7050874408894409,-2.059192385620221,-1.0295961928101105
1-Butanethiol,Au_13,1hzh,2.53248494265235,2.476178296498947,-1.0316145728889925,153,455,-2.759,-2.12,-1.3541049447307802,-0.7091242010472047,-2.063229145777985,-1.0316145728889925
Mercaptoethanol_2-mercaptoethanol,Ag_13,1hzh,1.1617638612590424,1.1359334898526825,-1.0758399709359936,154,463,-2.626,-2.13,-1.4465925009825462,-0.7050874408894409,-2.151679941871987,-1.0758399709359936
Mercaptoethanol_2-mercaptoethanol,Au_13,1hzh,1.099206230427834,1.074766749969761,-1.0778583510148754,155,464,-2.626,-2.12,-1.4465925009825462,-0.7091242010472047,-2.1557167020297507,-1.0778583510148754
Cysteamine_2-aminoethanethiol,Ag_13,1hzh,1.0539985445504387,1.0305642006399682,-1.079316946734932,156,466,-2.616,-2.13,-1.4535464525804231,-0.7050874408894409,-2.158633893469864,-1.079316946734932
Cysteamine_2-aminoethanethiol,Au_13,1hzh,0.9914409137192234,0.9693974607570399,-1.081335326813814,157,467,-2.616,-2.12,-1.4535464525804231,-0.7091242010472047,-2.162670653627628,-1.081335326813814
Thioacetic_acid,Ag_13,1hzh,0.06255763083121525,0.06116673988292818,-1.111305124085167,158,473,-2.524,-2.13,-1.517522807280893,-0.7050874408894409,-2.222610248170334,-1.111305124085167
Thioacetic_acid,Au_13,1hzh,0.0,0.0,-1.113323504164049,159,474,-2.524,-2.12,-1.517522807280893,-0.7091242010472047,-2.226647008328098,-1.113323504164049
Folic_acid,ZnO_12_0,2hav,100.0,100.0,2.186476489664516,1,1,-10.09,-8.44,2.959139896366932,1.4138130829620992,4.372952979329032,2.186476489664516
Curcumin,ZnO_12_0,2hav,89.44430352446125,89.46155876163006,1.8387290063311577,2,5,-8.929,-8.44,2.263644929700216,1.4138130829620992,3.677458012662315,1.8387290063311572
Doxorubicin_proxy_daunorubicin_aglycone,ZnO_12_0,2hav,85.56206201278593,85.58566349135961,1.710832214441972,3,7,-8.502,-8.44,2.007851345921845,1.4138130829620992,3.4216644288839446,1.7108322144419723
Tannic_acid_approx,ZnO_12_0,2hav,83.97097942603375,83.99718182321601,1.6584154964546012,4,10,-8.327,-8.44,1.9030179099471032,1.4138130829620992,3.3168309929092024,1.6584154964546012
Methotrexate,ZnO_12_0,2hav,83.24362738637562,83.27101877492179,1.634453568231803,5,13,-8.247,-8.44,1.8550940535015068,1.4138130829620992,3.268907136463606,1.634453568231803
TAT_peptide_fragment_YGRKKK_6_aa,ZnO_12_0,2hav,81.71618810309351,81.74607637350391,1.584133518963927,6,16,-8.079,-8.44,1.754453954965755,1.4138130829620992,3.168267037927854,1.584133518963927
Gemcitabine,ZnO_12_0,2hav,74.8427113283241,74.88383556712348,1.3576932972584843,7,19,-7.323,-8.44,1.3015735115548697,1.4138130829620992,2.7153865945169686,1.3576932972584843
RGD_peptide_Arg-Gly-Asp,ZnO_12_0,2hav,73.85169417428989,73.8944384138226,1.325045170054922,8,21,-7.214,-8.44,1.2362772571477447,1.4138130829620992,2.650090340109844,1.325045170054922
Glutathione_GSH,ZnO_12_0,2hav,68.86933270263162,68.92022153300715,1.1609059617287545,9,27,-6.666,-8.44,0.9079988404954098,1.4138130829620992,2.321811923457509,1.1609059617287545
Folic_acid,Au_13,2hav,68.25566097405816,68.30755296431471,1.1406891243368513,10,28,-10.09,-2.34,2.959139896366932,-0.6777616476932294,2.281378248673702,1.140689124336851
Biotin,ZnO_12_0,2hav,68.1510725634692,68.20313552281661,1.1372435576087412,11,29,-6.587,-8.44,0.8606740322553831,1.4138130829620992,2.2744871152174824,1.1372435576087412
Folic_acid,Ag_13,2hav,67.3709826733352,67.424320833812,1.1115442305490313,12,31,-10.09,-2.17,2.959139896366932,-0.7360514352688697,2.2230884610980626,1.1115442305490313
SDS_dodecyl_sulfate_anion,ZnO_12_0,2hav,61.79583411695621,61.85828588834582,0.9278762097620422,13,41,-5.888,-8.44,0.4419393365619853,1.4138130829620992,1.8557524195240844,0.9278762097620422
HEPES,ZnO_12_0,2hav,61.604904206545946,61.6676680881686,0.9215862036035578,14,42,-5.867,-8.44,0.4293593242450163,1.4138130829620992,1.843172407207116,0.9215862036035578
D-Galactose,ZnO_12_0,2hav,60.92301166936644,60.98689023039274,0.8991218958946844,15,46,-5.792,-8.44,0.3844307088272696,1.4138130829620992,1.7982437917893688,0.8991218958946844
Sodium_citrate_citrate3-,ZnO_12_0,2hav,60.768449360939094,60.83258058263023,0.89402998614734,16,47,-5.775,-8.44,0.3742468893325807,1.4138130829620992,1.78805997229468,0.89402998614734
D-Glucose,ZnO_12_0,2hav,59.73197270442623,59.79779823881095,0.8598842384298524,17,53,-5.661,-8.44,0.3059553938976055,1.4138130829620992,1.7197684768597048,0.8598842384298524
Mannose,ZnO_12_0,2hav,59.259193878648446,59.32579225741971,0.8443089850850337,18,57,-5.609,-8.44,0.2748048872079682,1.4138130829620992,1.6886179701700674,0.8443089850850337
Citric_acid,ZnO_12_0,2hav,58.76823125187919,58.8356321998211,0.8281346835346448,19,62,-5.555,-8.44,0.2424562841071905,1.4138130829620992,1.6562693670692896,0.8281346835346448
Histidine,ZnO_12_0,2hav,58.122706316682596,58.19116249445998,0.8068684722369115,20,65,-5.484,-8.44,0.1999238615117239,1.4138130829620992,1.6137369444738232,0.8068684722369116
11-Mercaptoundecanesulfonic_acid_MUS,ZnO_12_0,2hav,58.11361441618687,58.1820854563563,0.8065689481341265,21,66,-5.483,-8.44,0.1993248133061538,1.4138130829620992,1.613137896268253,0.8065689481341265
Curcumin,Au_13,2hav,57.699964498519414,57.769111725944775,0.7929416410034933,22,67,-8.929,-2.34,2.263644929700216,-0.6777616476932294,1.585883282006986,0.7929416410034931
Arginine,ZnO_12_0,2hav,57.41353807801591,57.4831535223731,0.7835055922196832,23,69,-5.406,-8.44,0.1531981014772673,1.4138130829620992,1.5670111844393666,0.7835055922196833
Curcumin,Ag_13,2hav,56.81528619779645,56.88587959544207,0.7637967472156733,24,73,-8.929,-2.17,2.263644929700216,-0.7360514352688697,1.527593494431346,0.763796747215673
5-Fluorouracil,ZnO_12_0,2hav,56.6952779388535,56.76606751218256,0.7598431880996701,25,74,-5.327,-8.44,0.1058732932372411,1.4138130829620992,1.5196863761993402,0.7598431880996701
Lipoic_acid_thioctic_acid,ZnO_12_0,2hav,56.013385401674,56.08528965440672,0.7373788803907968,26,80,-5.252,-8.44,0.0609446778194944,1.4138130829620992,1.4747577607815936,0.7373788803907968
11-Mercaptoundecanoic_acid_MUA,ZnO_12_0,2hav,55.80427169027228,55.87651777802214,0.7304898260267424,27,81,-5.229,-8.44,0.0471665690913857,1.4138130829620992,1.460979652053485,0.7304898260267425
Dihydrolipoic_acid_DHLA,ZnO_12_0,2hav,55.3678604664774,55.4408199490456,0.7161126690930636,28,82,-5.181,-8.44,0.0184122552240279,1.4138130829620992,1.4322253381861272,0.7161126690930636
Doxorubicin_proxy_daunorubicin_aglycone,Au_13,2hav,53.81772298684408,53.893216455674334,0.6650448491143077,29,88,-8.502,-2.34,2.007851345921845,-0.6777616476932294,1.330089698228616,0.665044849114308
4-Mercaptobenzoic_acid,ZnO_12_0,2hav,53.73131837724659,53.806953090383594,0.6621983305917678,30,89,-5.001,-8.44,-0.0894164217785636,1.4138130829620992,1.3243966611835356,0.6621983305917678
Doxorubicin_proxy_daunorubicin_aglycone,Ag_13,2hav,52.933044686121114,53.00998432517163,0.6358999553264877,31,95,-8.502,-2.17,2.007851345921845,-0.7360514352688697,1.2717999106529758,0.6358999553264879
1-Dodecanethiol,ZnO_12_0,2hav,52.28570619842603,52.36370403189881,0.6145739982489562,32,100,-4.842,-8.44,-0.1846650864641867,1.4138130829620992,1.2291479964979124,0.6145739982489562
Tannic_acid_approx,Au_13,2hav,52.2266404000919,52.30473478753072,0.6126281311269368,33,102,-8.327,-2.34,1.9030179099471032,-0.6777616476932294,1.2252562622538736,0.6126281311269368
Lysine,ZnO_12_0,2hav,51.5947217607508,51.673849136019314,0.5918101664372981,34,104,-4.766,-8.44,-0.230192750087503,1.4138130829620992,1.1836203328745962,0.5918101664372981
Methotrexate,Au_13,2hav,51.499288360433766,51.578571739236494,0.5886662029041387,35,105,-8.247,-2.34,1.8550940535015068,-0.6777616476932294,1.1773324058082777,0.5886662029041387
PVP_monomer_N-vinyl-2-pyrrolidone,ZnO_12_0,2hav,51.46743515381062,51.54677060256782,0.5876168289983084,36,106,-4.752,-8.44,-0.2385794249654825,1.4138130829620992,1.1752336579966167,0.5876168289983084
Tannic_acid_approx,Ag_13,2hav,51.341962099368935,51.421502657028014,0.5834832373391168,37,110,-8.327,-2.17,1.9030179099471032,-0.7360514352688697,1.1669664746782336,0.5834832373391168
Methotrexate,Ag_13,2hav,50.61461005971079,50.69533960873378,0.5595213091163185,38,113,-8.247,-2.17,1.8550940535015068,-0.7360514352688697,1.119042618232637,0.5595213091163185
PEG-thiol_n_6,ZnO_12_0,2hav,50.47641799977641,50.55737344926694,0.5549687017947458,39,114,-4.643,-8.44,-0.3038756793726075,1.4138130829620992,1.1099374035894916,0.5549687017947458
mPEG-thiol_n_6_methyl-capped,ZnO_12_0,2hav,50.321855691349064,50.403063801504416,0.5498767920474014,40,116,-4.626,-8.44,-0.3140594988672964,1.4138130829620992,1.0997535840948027,0.5498767920474014
2-Mercaptosuccinic_acid,ZnO_12_0,2hav,50.12183388044307,50.2033689632235,0.5432872617861318,41,120,-4.604,-8.44,-0.3272385593898355,1.4138130829620992,1.0865745235722637,0.5432872617861318
TAT_peptide_fragment_YGRKKK_6_aa,Au_13,2hav,49.971849077151674,50.05362933781863,0.5383461536362628,42,121,-8.079,-2.34,1.754453954965755,-0.6777616476932294,1.0766923072725256,0.5383461536362628
PEG-amine_n_3_proxy,ZnO_12_0,2hav,49.29447093533193,49.377358495788826,0.5160305684326989,43,128,-4.513,-8.44,-0.3817519460967015,1.4138130829620992,1.0320611368653978,0.5160305684326989
Dithiothreitol_DTT,ZnO_12_0,2hav,49.285379034836204,49.368281457685136,0.5157310443299138,44,129,-4.512,-8.44,-0.3823509943022716,1.4138130829620992,1.0314620886598276,0.5157310443299138
TAT_peptide_fragment_YGRKKK_6_aa,Ag_13,2hav,49.08717077642871,49.17039720731592,0.5092012598484426,45,130,-8.079,-2.17,1.754453954965755,-0.7360514352688697,1.0184025196968851,0.5092012598484426
L-Homocysteine,ZnO_12_0,2hav,48.35800518427208,48.44242357111001,0.4851795858458463,46,134,-4.41,-8.44,-0.4434539112704065,1.4138130829620992,0.9703591716916926,0.4851795858458463
Methionine,ZnO_12_0,2hav,48.27617807981054,48.360730228176905,0.48248386892078143,47,135,-4.401,-8.44,-0.4488453451205363,1.4138130829620992,0.9649677378415628,0.4824838689207814
PEG-thiol_n_4,ZnO_12_0,2hav,47.03058771189597,47.11717600797305,0.4414490668392397,48,140,-4.264,-8.44,-0.5309149492836198,1.4138130829620992,0.8828981336784794,0.4414490668392397
PEG-thiol_n_3,ZnO_12_0,2hav,46.88511730396434,46.971943398314195,0.43665668119468004,49,144,-4.248,-8.44,-0.5404997205727391,1.4138130829620992,0.8733133623893601,0.43665668119468
6-Mercaptohexanoic_acid,ZnO_12_0,2hav,46.23959236876774,46.32747369295308,0.4153904698969465,50,148,-4.177,-8.44,-0.5830321431682062,1.4138130829620992,0.830780939793893,0.4153904698969465
PEG-dithiol_n_3,ZnO_12_0,2hav,45.81227304546859,45.90085290208022,0.40131283706605264,51,150,-4.13,-8.44,-0.6111874088299939,1.4138130829620992,0.8026256741321053,0.4013128370660526
4-Aminothiophenol,ZnO_12_0,2hav,45.139472408784805,45.229152082408056,0.3791480534599644,52,152,-4.056,-8.44,-0.6555169760421704,1.4138130829620992,0.7582961069199288,0.3791480534599644
mPEG-thiol_n_3_methyl-capped,ZnO_12_0,2hav,44.68487738399847,44.775300177224175,0.3641718483207156,53,154,-4.006,-8.44,-0.685469386320668,1.4138130829620992,0.7283436966414312,0.3641718483207156
Tris_buffer_Tris_base,ZnO_12_0,2hav,44.63941788151984,44.729914986705786,0.36267422780679076,54,155,-4.001,-8.44,-0.6884646273485177,1.4138130829620992,0.7253484556135815,0.3626742278067907
3-Mercapto-1-propanesulfonic_acid_MPS,ZnO_12_0,2hav,43.9848010458275,44.076368243240985,0.3411084924062723,55,158,-3.929,-8.44,-0.7315960981495546,1.4138130829620992,0.6822169848125446,0.3411084924062723
L-Cysteine,ZnO_12_0,2hav,43.39382751360527,43.48636076650192,0.3216394257252488,56,163,-3.864,-8.44,-0.7705342315116016,1.4138130829620992,0.6432788514504976,0.3216394257252488
Gemcitabine,Au_13,2hav,43.09837230238226,43.1913885314382,0.3119059319308201,57,166,-7.323,-2.34,1.3015735115548697,-0.6777616476932294,0.6238118638616402,0.3119059319308201
Gemcitabine,Ag_13,2hav,42.213694001659285,42.30815640093549,0.28276103814299997,58,171,-7.323,-2.17,1.3015735115548697,-0.7360514352688697,0.5655220762859999,0.2827610381429999
RGD_peptide_Arg-Gly-Asp,Au_13,2hav,42.107355148348034,42.201991378137315,0.27925780472725764,59,172,-7.214,-2.34,1.2362772571477447,-0.6777616476932294,0.5585156094545153,0.2792578047272576
RGD_peptide_Arg-Gly-Asp,Ag_13,2hav,41.22267684762508,41.31875924763461,0.2501129109394375,60,176,-7.214,-2.17,1.2362772571477447,-0.7360514352688697,0.500225821878875,0.2501129109394375
3-Mercaptopropionic_acid,ZnO_12_0,2hav,40.60261406141716,40.69971006867283,0.22968552617026078,61,182,-3.557,-8.44,-0.9544420306215776,1.4138130829620992,0.4593710523405216,0.2296855261702608
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,ZnO_12_0,2hav,40.329857046545364,40.4273989255625,0.2206998030867116,62,184,-3.527,-8.44,-0.972413476788676,1.4138130829620992,0.4413996061734232,0.2206998030867116
1-Hexanethiol,ZnO_12_0,2hav,39.89344582275048,39.991701096585956,0.20632264615303264,63,186,-3.479,-8.44,-1.001167790656034,1.4138130829620992,0.4126452923060653,0.2063226461530326
Thioglycolic_acid_mercaptoacetic_acid,ZnO_12_0,2hav,38.38419034045984,38.48491277137544,0.1566016450907265,64,191,-3.313,-8.44,-1.1006097927806462,1.4138130829620992,0.313203290181453,0.1566016450907265
Glutathione_GSH,Au_13,2hav,37.12499367668978,37.22777449732187,0.11511859640109018,65,196,-6.666,-2.34,0.9079988404954098,-0.6777616476932294,0.2302371928021803,0.1151185964010901
Biotin,Au_13,2hav,36.406733537527366,36.51068848713132,0.09145619228107682,66,199,-6.587,-2.34,0.8606740322553831,-0.6777616476932294,0.1829123845621536,0.0914561922810768
Glutathione_GSH,Ag_13,2hav,36.240315375966816,36.34454236681917,0.08597370261327003,67,200,-6.666,-2.17,0.9079988404954098,-0.7360514352688697,0.17194740522654,0.08597370261327
Biotin,Ag_13,2hav,35.5220552368044,35.62745635662861,0.06231129849325667,68,202,-6.587,-2.17,0.8606740322553831,-0.7360514352688697,0.1246225969865133,0.0623112984932566
Polyethyleneimine_fragment_ethylenediamine,ZnO_12_0,2hav,34.656511137211865,34.763327148867546,0.033796762948885894,69,206,-2.903,-8.44,-1.3462195570643274,1.4138130829620992,0.0675935258977717,0.0337967629488858
1-Butanethiol,ZnO_12_0,2hav,33.91097529656227,34.01901002436596,0.009235786520517819,70,209,-2.821,-8.44,-1.3953415099210635,1.4138130829620992,0.0184715730410356,0.0092357865205178
Mercaptoethanol_2-mercaptoethanol,ZnO_12_0,2hav,33.15634755541696,33.2656158617607,-0.015624714010635365,71,212,-2.738,-8.44,-1.44506251098337,1.4138130829620992,-0.0312494280212707,-0.0156247140106353
Thioacetic_acid,ZnO_12_0,2hav,33.065428550459686,33.17484548072393,-0.018619955038485014,72,214,-2.728,-8.44,-1.4510529930390692,1.4138130829620992,-0.03723991007697,-0.018619955038485
Cysteamine_2-aminoethanethiol,ZnO_12_0,2hav,32.6290173266648,32.73914765174739,-0.03299711197216393,73,216,-2.68,-8.44,-1.479807306906427,1.4138130829620992,-0.0659942239443278,-0.0329971119721639
SDS_dodecyl_sulfate_anion,Au_13,2hav,30.05149509101437,30.16583885266053,-0.11791115556562207,74,227,-5.888,-2.34,0.4419393365619853,-0.6777616476932294,-0.2358223111312441,-0.117911155565622
HEPES,Au_13,2hav,29.86056518060411,29.975221052483295,-0.12420116172410656,75,228,-5.867,-2.34,0.4293593242450163,-0.6777616476932294,-0.2484023234482131,-0.1242011617241065
D-Galactose,Au_13,2hav,29.1786726434246,29.29444319470746,-0.14666546943297992,76,232,-5.792,-2.34,0.3844307088272696,-0.6777616476932294,-0.2933309388659598,-0.1466654694329799
SDS_dodecyl_sulfate_anion,Ag_13,2hav,29.166816790291403,29.282606722157823,-0.14705604935344221,77,233,-5.888,-2.17,0.4419393365619853,-0.7360514352688697,-0.2941120987068844,-0.1470560493534422
Sodium_citrate_citrate3-,Au_13,2hav,29.02411033499725,29.140133546944938,-0.15175737918032436,78,236,-5.775,-2.34,0.3742468893325807,-0.6777616476932294,-0.3035147583606487,-0.1517573791803243
HEPES,Ag_13,2hav,28.97588687988114,29.09198892198059,-0.1533460555119267,79,237,-5.867,-2.17,0.4293593242450163,-0.7360514352688697,-0.3066921110238534,-0.1533460555119267
