ligando,nanoparticula,proteina,y_ligando_proteina,E_nano_proteina,score_ligando_proteina,score_nano_proteina,score_contextual,score_contextual_medio
RGD_peptide_Arg-Gly-Asp,ZnO_12_0,2hav,-7.214,-8.44,1.2362772571477447,1.4138130829620992,2.650090340109844,1.325045170054922
Glutathione_GSH,ZnO_12_0,2hav,-6.666,-8.44,0.9079988404954098,1.4138130829620992,2.321811923457509,1.1609059617287545
Folic_acid,Au_13,2hav,-10.09,-2.34,2.959139896366932,-0.6777616476932294,2.2813782486737026,1.1406891243368513
Biotin,ZnO_12_0,2hav,-6.587,-8.44,0.8606740322553831,1.4138130829620992,2.2744871152174824,1.1372435576087412
Folic_acid,Ag_13,2hav,-10.09,-2.17,2.959139896366932,-0.7360514352688697,2.2230884610980626,1.1115442305490313
SDS_dodecyl_sulfate_anion,ZnO_12_0,2hav,-5.888,-8.44,0.4419393365619853,1.4138130829620992,1.8557524195240844,0.9278762097620422
HEPES,ZnO_12_0,2hav,-5.867,-8.44,0.4293593242450163,1.4138130829620992,1.8431724072071156,0.9215862036035578
D-Galactose,ZnO_12_0,2hav,-5.792,-8.44,0.38443070882726965,1.4138130829620992,1.7982437917893688,0.8991218958946844
Sodium_citrate_citrate3-,ZnO_12_0,2hav,-5.775,-8.44,0.37424688933258077,1.4138130829620992,1.78805997229468,0.89402998614734
D-Glucose,ZnO_12_0,2hav,-5.661,-8.44,0.30595539389760557,1.4138130829620992,1.7197684768597048,0.8598842384298524
Mannose,ZnO_12_0,2hav,-5.609,-8.44,0.2748048872079682,1.4138130829620992,1.6886179701700674,0.8443089850850337
Citric_acid,ZnO_12_0,2hav,-5.555,-8.44,0.24245628410719053,1.4138130829620992,1.6562693670692896,0.8281346835346448
Histidine,ZnO_12_0,2hav,-5.484,-8.44,0.19992386151172395,1.4138130829620992,1.6137369444738232,0.8068684722369116
11-Mercaptoundecanesulfonic_acid_MUS,ZnO_12_0,2hav,-5.483,-8.44,0.1993248133061538,1.4138130829620992,1.613137896268253,0.8065689481341265
Curcumin,Au_13,2hav,-8.929,-2.34,2.2636449297002157,-0.6777616476932294,1.5858832820069861,0.7929416410034931
Arginine,ZnO_12_0,2hav,-5.406,-8.44,0.15319810147726734,1.4138130829620992,1.5670111844393666,0.7835055922196833
Curcumin,Ag_13,2hav,-8.929,-2.17,2.2636449297002157,-0.7360514352688697,1.527593494431346,0.763796747215673
5-Fluorouracil,ZnO_12_0,2hav,-5.327,-8.44,0.10587329323724114,1.4138130829620992,1.5196863761993402,0.7598431880996701
Lipoic_acid_thioctic_acid,ZnO_12_0,2hav,-5.252,-8.44,0.06094467781949449,1.4138130829620992,1.4747577607815936,0.7373788803907968
11-Mercaptoundecanoic_acid_MUA,ZnO_12_0,2hav,-5.229,-8.44,0.04716656909138573,1.4138130829620992,1.460979652053485,0.7304898260267425
Dihydrolipoic_acid_DHLA,ZnO_12_0,2hav,-5.181,-8.44,0.018412255224027913,1.4138130829620992,1.4322253381861272,0.7161126690930636
Doxorubicin_proxy_daunorubicin_aglycone,Au_13,2hav,-8.502,-2.34,2.0078513459218454,-0.6777616476932294,1.330089698228616,0.665044849114308
4-Mercaptobenzoic_acid,ZnO_12_0,2hav,-5.001,-8.44,-0.08941642177856364,1.4138130829620992,1.3243966611835356,0.6621983305917678
Doxorubicin_proxy_daunorubicin_aglycone,Ag_13,2hav,-8.502,-2.17,2.0078513459218454,-0.7360514352688697,1.2717999106529758,0.6358999553264879
1-Dodecanethiol,ZnO_12_0,2hav,-4.842,-8.44,-0.18466508646418675,1.4138130829620992,1.2291479964979124,0.6145739982489562
Tannic_acid_approx,Au_13,2hav,-8.327,-2.34,1.9030179099471032,-0.6777616476932294,1.2252562622538736,0.6126281311269368
Lysine,ZnO_12_0,2hav,-4.766,-8.44,-0.23019275008750303,1.4138130829620992,1.1836203328745962,0.5918101664372981
Methotrexate,Au_13,2hav,-8.247,-2.34,1.8550940535015068,-0.6777616476932294,1.1773324058082775,0.5886662029041387
PVP_monomer_N-vinyl-2-pyrrolidone,ZnO_12_0,2hav,-4.752,-8.44,-0.23857942496548254,1.4138130829620992,1.1752336579966167,0.5876168289983084
Tannic_acid_approx,Ag_13,2hav,-8.327,-2.17,1.9030179099471032,-0.7360514352688697,1.1669664746782336,0.5834832373391168
Methotrexate,Ag_13,2hav,-8.247,-2.17,1.8550940535015068,-0.7360514352688697,1.119042618232637,0.5595213091163185
PEG-thiol_n_6,ZnO_12_0,2hav,-4.643,-8.44,-0.3038756793726075,1.4138130829620992,1.1099374035894916,0.5549687017947458
mPEG-thiol_n_6_methyl-capped,ZnO_12_0,2hav,-4.626,-8.44,-0.3140594988672964,1.4138130829620992,1.0997535840948027,0.5498767920474014
2-Mercaptosuccinic_acid,ZnO_12_0,2hav,-4.604,-8.44,-0.32723855938983554,1.4138130829620992,1.0865745235722637,0.5432872617861318
TAT_peptide_fragment_YGRKKK_6_aa,Au_13,2hav,-8.079,-2.34,1.754453954965755,-0.6777616476932294,1.0766923072725256,0.5383461536362628
PEG-amine_n_3_proxy,ZnO_12_0,2hav,-4.513,-8.44,-0.3817519460967015,1.4138130829620992,1.0320611368653978,0.5160305684326989
Dithiothreitol_DTT,ZnO_12_0,2hav,-4.512,-8.44,-0.3823509943022716,1.4138130829620992,1.0314620886598276,0.5157310443299138
TAT_peptide_fragment_YGRKKK_6_aa,Ag_13,2hav,-8.079,-2.17,1.754453954965755,-0.7360514352688697,1.0184025196968851,0.5092012598484426
L-Homocysteine,ZnO_12_0,2hav,-4.41,-8.44,-0.44345391127040656,1.4138130829620992,0.9703591716916926,0.4851795858458463
Methionine,ZnO_12_0,2hav,-4.401,-8.44,-0.44884534512053637,1.4138130829620992,0.9649677378415629,0.48248386892078143
PEG-thiol_n_4,ZnO_12_0,2hav,-4.264,-8.44,-0.5309149492836198,1.4138130829620992,0.8828981336784794,0.4414490668392397
PEG-thiol_n_3,ZnO_12_0,2hav,-4.248,-8.44,-0.5404997205727391,1.4138130829620992,0.8733133623893601,0.43665668119468004
6-Mercaptohexanoic_acid,ZnO_12_0,2hav,-4.177,-8.44,-0.5830321431682062,1.4138130829620992,0.830780939793893,0.4153904698969465
PEG-dithiol_n_3,ZnO_12_0,2hav,-4.13,-8.44,-0.6111874088299939,1.4138130829620992,0.8026256741321053,0.40131283706605264
4-Aminothiophenol,ZnO_12_0,2hav,-4.056,-8.44,-0.6555169760421704,1.4138130829620992,0.7582961069199288,0.3791480534599644
mPEG-thiol_n_3_methyl-capped,ZnO_12_0,2hav,-4.006,-8.44,-0.685469386320668,1.4138130829620992,0.7283436966414312,0.3641718483207156
Tris_buffer_Tris_base,ZnO_12_0,2hav,-4.001,-8.44,-0.6884646273485177,1.4138130829620992,0.7253484556135815,0.36267422780679076
3-Mercapto-1-propanesulfonic_acid_MPS,ZnO_12_0,2hav,-3.929,-8.44,-0.7315960981495546,1.4138130829620992,0.6822169848125446,0.3411084924062723
L-Cysteine,ZnO_12_0,2hav,-3.864,-8.44,-0.7705342315116016,1.4138130829620992,0.6432788514504976,0.3216394257252488
Gemcitabine,Au_13,2hav,-7.323,-2.34,1.3015735115548697,-0.6777616476932294,0.6238118638616402,0.3119059319308201
Gemcitabine,Ag_13,2hav,-7.323,-2.17,1.3015735115548697,-0.7360514352688697,0.5655220762859999,0.28276103814299997
RGD_peptide_Arg-Gly-Asp,Au_13,2hav,-7.214,-2.34,1.2362772571477447,-0.6777616476932294,0.5585156094545153,0.27925780472725764
RGD_peptide_Arg-Gly-Asp,Ag_13,2hav,-7.214,-2.17,1.2362772571477447,-0.7360514352688697,0.500225821878875,0.2501129109394375
3-Mercaptopropionic_acid,ZnO_12_0,2hav,-3.557,-8.44,-0.9544420306215775,1.4138130829620992,0.45937105234052167,0.22968552617026083
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,ZnO_12_0,2hav,-3.527,-8.44,-0.972413476788676,1.4138130829620992,0.4413996061734232,0.2206998030867116
1-Hexanethiol,ZnO_12_0,2hav,-3.479,-8.44,-1.001167790656034,1.4138130829620992,0.4126452923060653,0.20632264615303264
Thioglycolic_acid_mercaptoacetic_acid,ZnO_12_0,2hav,-3.313,-8.44,-1.1006097927806462,1.4138130829620992,0.313203290181453,0.1566016450907265
Glutathione_GSH,Au_13,2hav,-6.666,-2.34,0.9079988404954098,-0.6777616476932294,0.23023719280218036,0.11511859640109018
Biotin,Au_13,2hav,-6.587,-2.34,0.8606740322553831,-0.6777616476932294,0.18291238456215364,0.09145619228107682
Glutathione_GSH,Ag_13,2hav,-6.666,-2.17,0.9079988404954098,-0.7360514352688697,0.17194740522654006,0.08597370261327003
Biotin,Ag_13,2hav,-6.587,-2.17,0.8606740322553831,-0.7360514352688697,0.12462259698651335,0.06231129849325667
Polyethyleneimine_fragment_ethylenediamine,ZnO_12_0,2hav,-2.903,-8.44,-1.3462195570643274,1.4138130829620992,0.06759352589777179,0.033796762948885894
1-Butanethiol,ZnO_12_0,2hav,-2.821,-8.44,-1.3953415099210635,1.4138130829620992,0.018471573041035638,0.009235786520517819
Mercaptoethanol_2-mercaptoethanol,ZnO_12_0,2hav,-2.738,-8.44,-1.44506251098337,1.4138130829620992,-0.03124942802127073,-0.015624714010635365
Thioacetic_acid,ZnO_12_0,2hav,-2.728,-8.44,-1.4510529930390692,1.4138130829620992,-0.03723991007697003,-0.018619955038485014
Cysteamine_2-aminoethanethiol,ZnO_12_0,2hav,-2.68,-8.44,-1.479807306906427,1.4138130829620992,-0.06599422394432786,-0.03299711197216393
SDS_dodecyl_sulfate_anion,Au_13,2hav,-5.888,-2.34,0.4419393365619853,-0.6777616476932294,-0.23582231113124413,-0.11791115556562207
HEPES,Au_13,2hav,-5.867,-2.34,0.4293593242450163,-0.6777616476932294,-0.2484023234482131,-0.12420116172410656
D-Galactose,Au_13,2hav,-5.792,-2.34,0.38443070882726965,-0.6777616476932294,-0.2933309388659598,-0.1466654694329799
SDS_dodecyl_sulfate_anion,Ag_13,2hav,-5.888,-2.17,0.4419393365619853,-0.7360514352688697,-0.29411209870688443,-0.14705604935344221
Sodium_citrate_citrate3-,Au_13,2hav,-5.775,-2.34,0.37424688933258077,-0.6777616476932294,-0.3035147583606487,-0.15175737918032434
HEPES,Ag_13,2hav,-5.867,-2.17,0.4293593242450163,-0.7360514352688697,-0.3066921110238534,-0.1533460555119267
D-Galactose,Ag_13,2hav,-5.792,-2.17,0.38443070882726965,-0.7360514352688697,-0.3516207264416001,-0.17581036322080004
Sodium_citrate_citrate3-,Ag_13,2hav,-5.775,-2.17,0.37424688933258077,-0.7360514352688697,-0.36180454593628897,-0.18090227296814448
D-Glucose,Au_13,2hav,-5.661,-2.34,0.30595539389760557,-0.6777616476932294,-0.3718062537956239,-0.18590312689781194
Mannose,Au_13,2hav,-5.609,-2.34,0.2748048872079682,-0.6777616476932294,-0.40295676048526125,-0.20147838024263062
D-Glucose,Ag_13,2hav,-5.661,-2.17,0.30595539389760557,-0.7360514352688697,-0.43009604137126417,-0.21504802068563209
Citric_acid,Au_13,2hav,-5.555,-2.34,0.24245628410719053,-0.6777616476932294,-0.4353053635860389,-0.21765268179301944
Mannose,Ag_13,2hav,-5.609,-2.17,0.2748048872079682,-0.7360514352688697,-0.46124654806090154,-0.23062327403045077
Histidine,Au_13,2hav,-5.484,-2.34,0.19992386151172395,-0.6777616476932294,-0.4778377861815055,-0.23891889309075276
11-Mercaptoundecanesulfonic_acid_MUS,Au_13,2hav,-5.483,-2.34,0.1993248133061538,-0.6777616476932294,-0.4784368343870756,-0.2392184171935378
Citric_acid,Ag_13,2hav,-5.555,-2.17,0.24245628410719053,-0.7360514352688697,-0.4935951511616792,-0.2467975755808396
Arginine,Au_13,2hav,-5.406,-2.34,0.15319810147726734,-0.6777616476932294,-0.5245635462159621,-0.26228177310798106
Histidine,Ag_13,2hav,-5.484,-2.17,0.19992386151172395,-0.7360514352688697,-0.5361275737571458,-0.2680637868785729
11-Mercaptoundecanesulfonic_acid_MUS,Ag_13,2hav,-5.483,-2.17,0.1993248133061538,-0.7360514352688697,-0.5367266219627159,-0.26836331098135796
5-Fluorouracil,Au_13,2hav,-5.327,-2.34,0.10587329323724114,-0.6777616476932294,-0.5718883544559883,-0.28594417722799415
Arginine,Ag_13,2hav,-5.406,-2.17,0.15319810147726734,-0.7360514352688697,-0.5828533337916024,-0.2914266668958012
Lipoic_acid_thioctic_acid,Au_13,2hav,-5.252,-2.34,0.06094467781949449,-0.6777616476932294,-0.6168169698737349,-0.30840848493686746
5-Fluorouracil,Ag_13,2hav,-5.327,-2.17,0.10587329323724114,-0.7360514352688697,-0.6301781420316286,-0.3150890710158143
11-Mercaptoundecanoic_acid_MUA,Au_13,2hav,-5.229,-2.34,0.04716656909138573,-0.6777616476932294,-0.6305950786018437,-0.31529753930092186
Dihydrolipoic_acid_DHLA,Au_13,2hav,-5.181,-2.34,0.018412255224027913,-0.6777616476932294,-0.6593493924692015,-0.3296746962346008
Lipoic_acid_thioctic_acid,Ag_13,2hav,-5.252,-2.17,0.06094467781949449,-0.7360514352688697,-0.6751067574493752,-0.3375533787246876
11-Mercaptoundecanoic_acid_MUA,Ag_13,2hav,-5.229,-2.17,0.04716656909138573,-0.7360514352688697,-0.688884866177484,-0.344442433088742
Dihydrolipoic_acid_DHLA,Ag_13,2hav,-5.181,-2.17,0.018412255224027913,-0.7360514352688697,-0.7176391800448418,-0.3588195900224209
4-Mercaptobenzoic_acid,Au_13,2hav,-5.001,-2.34,-0.08941642177856364,-0.6777616476932294,-0.7671780694717931,-0.38358903473589656
4-Mercaptobenzoic_acid,Ag_13,2hav,-5.001,-2.17,-0.08941642177856364,-0.7360514352688697,-0.8254678570474334,-0.4127339285237167
1-Dodecanethiol,Au_13,2hav,-4.842,-2.34,-0.18466508646418675,-0.6777616476932294,-0.8624267341574162,-0.4312133670787081
Lysine,Au_13,2hav,-4.766,-2.34,-0.23019275008750303,-0.6777616476932294,-0.9079543977807325,-0.45397719889036625
PVP_monomer_N-vinyl-2-pyrrolidone,Au_13,2hav,-4.752,-2.34,-0.23857942496548254,-0.6777616476932294,-0.916341072658712,-0.458170536329356
1-Dodecanethiol,Ag_13,2hav,-4.842,-2.17,-0.18466508646418675,-0.7360514352688697,-0.9207165217330565,-0.46035826086652826
Lysine,Ag_13,2hav,-4.766,-2.17,-0.23019275008750303,-0.7360514352688697,-0.9662441853563728,-0.4831220926781864
PVP_monomer_N-vinyl-2-pyrrolidone,Ag_13,2hav,-4.752,-2.17,-0.23857942496548254,-0.7360514352688697,-0.9746308602343523,-0.48731543011717615
PEG-thiol_n_6,Au_13,2hav,-4.643,-2.34,-0.3038756793726075,-0.6777616476932294,-0.981637327065837,-0.4908186635329185
mPEG-thiol_n_6_methyl-capped,Au_13,2hav,-4.626,-2.34,-0.3140594988672964,-0.6777616476932294,-0.9918211465605258,-0.4959105732802629
2-Mercaptosuccinic_acid,Au_13,2hav,-4.604,-2.34,-0.32723855938983554,-0.6777616476932294,-1.005000207083065,-0.5025001035415325
PEG-thiol_n_6,Ag_13,2hav,-4.643,-2.17,-0.3038756793726075,-0.7360514352688697,-1.0399271146414772,-0.5199635573207386
mPEG-thiol_n_6_methyl-capped,Ag_13,2hav,-4.626,-2.17,-0.3140594988672964,-0.7360514352688697,-1.050110934136166,-0.525055467068083
PEG-amine_n_3_proxy,Au_13,2hav,-4.513,-2.34,-0.3817519460967015,-0.6777616476932294,-1.059513593789931,-0.5297567968949655
Dithiothreitol_DTT,Au_13,2hav,-4.512,-2.34,-0.3823509943022716,-0.6777616476932294,-1.060112641995501,-0.5300563209977505
2-Mercaptosuccinic_acid,Ag_13,2hav,-4.604,-2.17,-0.32723855938983554,-0.7360514352688697,-1.0632899946587053,-0.5316449973293527
PEG-amine_n_3_proxy,Ag_13,2hav,-4.513,-2.17,-0.3817519460967015,-0.7360514352688697,-1.1178033813655712,-0.5589016906827856
Dithiothreitol_DTT,Ag_13,2hav,-4.512,-2.17,-0.3823509943022716,-0.7360514352688697,-1.1184024295711414,-0.5592012147855707
L-Homocysteine,Au_13,2hav,-4.41,-2.34,-0.44345391127040656,-0.6777616476932294,-1.1212155589636361,-0.5606077794818181
Methionine,Au_13,2hav,-4.401,-2.34,-0.44884534512053637,-0.6777616476932294,-1.1266069928137659,-0.5633034964068829
L-Homocysteine,Ag_13,2hav,-4.41,-2.17,-0.44345391127040656,-0.7360514352688697,-1.1795053465392762,-0.5897526732696381
Methionine,Ag_13,2hav,-4.401,-2.17,-0.44884534512053637,-0.7360514352688697,-1.1848967803894062,-0.5924483901947031
PEG-thiol_n_4,Au_13,2hav,-4.264,-2.34,-0.5309149492836198,-0.6777616476932294,-1.2086765969768494,-0.6043382984884247
PEG-thiol_n_3,Au_13,2hav,-4.248,-2.34,-0.5404997205727391,-0.6777616476932294,-1.2182613682659684,-0.6091306841329842
6-Mercaptohexanoic_acid,Au_13,2hav,-4.177,-2.34,-0.5830321431682062,-0.6777616476932294,-1.2607937908614355,-0.6303968954307178
PEG-thiol_n_4,Ag_13,2hav,-4.264,-2.17,-0.5309149492836198,-0.7360514352688697,-1.2669663845524894,-0.6334831922762447
PEG-thiol_n_3,Ag_13,2hav,-4.248,-2.17,-0.5404997205727391,-0.7360514352688697,-1.276551155841609,-0.6382755779208045
PEG-dithiol_n_3,Au_13,2hav,-4.13,-2.34,-0.6111874088299939,-0.6777616476932294,-1.2889490565232233,-0.6444745282616117
6-Mercaptohexanoic_acid,Ag_13,2hav,-4.177,-2.17,-0.5830321431682062,-0.7360514352688697,-1.319083578437076,-0.659541789218538
4-Aminothiophenol,Au_13,2hav,-4.056,-2.34,-0.6555169760421704,-0.6777616476932294,-1.3332786237353997,-0.6666393118676999
PEG-dithiol_n_3,Ag_13,2hav,-4.13,-2.17,-0.6111874088299939,-0.7360514352688697,-1.3472388440988636,-0.6736194220494318
mPEG-thiol_n_3_methyl-capped,Au_13,2hav,-4.006,-2.34,-0.685469386320668,-0.6777616476932294,-1.3632310340138973,-0.6816155170069487
Tris_buffer_Tris_base,Au_13,2hav,-4.001,-2.34,-0.6884646273485177,-0.6777616476932294,-1.366226275041747,-0.6831131375208735
4-Aminothiophenol,Ag_13,2hav,-4.056,-2.17,-0.6555169760421704,-0.7360514352688697,-1.3915684113110403,-0.6957842056555201
3-Mercapto-1-propanesulfonic_acid_MPS,Au_13,2hav,-3.929,-2.34,-0.7315960981495546,-0.6777616476932294,-1.409357745842784,-0.704678872921392
mPEG-thiol_n_3_methyl-capped,Ag_13,2hav,-4.006,-2.17,-0.685469386320668,-0.7360514352688697,-1.4215208215895379,-0.7107604107947689
Tris_buffer_Tris_base,Ag_13,2hav,-4.001,-2.17,-0.6884646273485177,-0.7360514352688697,-1.4245160626173874,-0.7122580313086937
L-Cysteine,Au_13,2hav,-3.864,-2.34,-0.7705342315116016,-0.6777616476932294,-1.448295879204831,-0.7241479396024155
3-Mercapto-1-propanesulfonic_acid_MPS,Ag_13,2hav,-3.929,-2.17,-0.7315960981495546,-0.7360514352688697,-1.4676475334184245,-0.7338237667092122
L-Cysteine,Ag_13,2hav,-3.864,-2.17,-0.7705342315116016,-0.7360514352688697,-1.5065856667804713,-0.7532928333902357
3-Mercaptopropionic_acid,Au_13,2hav,-3.557,-2.34,-0.9544420306215775,-0.6777616476932294,-1.632203678314807,-0.8161018391574035
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,Au_13,2hav,-3.527,-2.34,-0.972413476788676,-0.6777616476932294,-1.6501751244819054,-0.8250875622409527
1-Hexanethiol,Au_13,2hav,-3.479,-2.34,-1.001167790656034,-0.6777616476932294,-1.6789294383492632,-0.8394647191746316
3-Mercaptopropionic_acid,Ag_13,2hav,-3.557,-2.17,-0.9544420306215775,-0.7360514352688697,-1.6904934658904471,-0.8452467329452236
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,Ag_13,2hav,-3.527,-2.17,-0.972413476788676,-0.7360514352688697,-1.7084649120575457,-0.8542324560287728
1-Hexanethiol,Ag_13,2hav,-3.479,-2.17,-1.001167790656034,-0.7360514352688697,-1.7372192259249037,-0.8686096129624519
Thioglycolic_acid_mercaptoacetic_acid,Au_13,2hav,-3.313,-2.34,-1.1006097927806462,-0.6777616476932294,-1.7783714404738755,-0.8891857202369378
Thioglycolic_acid_mercaptoacetic_acid,Ag_13,2hav,-3.313,-2.17,-1.1006097927806462,-0.7360514352688697,-1.836661228049516,-0.918330614024758
Polyethyleneimine_fragment_ethylenediamine,Au_13,2hav,-2.903,-2.34,-1.3462195570643274,-0.6777616476932294,-2.0239812047575567,-1.0119906023787784
1-Butanethiol,Au_13,2hav,-2.821,-2.34,-1.3953415099210635,-0.6777616476932294,-2.073103157614293,-1.0365515788071464
Polyethyleneimine_fragment_ethylenediamine,Ag_13,2hav,-2.903,-2.17,-1.3462195570643274,-0.7360514352688697,-2.0822709923331972,-1.0411354961665986
Mercaptoethanol_2-mercaptoethanol,Au_13,2hav,-2.738,-2.34,-1.44506251098337,-0.6777616476932294,-2.1228241586765995,-1.0614120793382997
Thioacetic_acid,Au_13,2hav,-2.728,-2.34,-1.4510529930390692,-0.6777616476932294,-2.1288146407322985,-1.0644073203661493
1-Butanethiol,Ag_13,2hav,-2.821,-2.17,-1.3953415099210635,-0.7360514352688697,-2.1313929451899334,-1.0656964725949667
Cysteamine_2-aminoethanethiol,Au_13,2hav,-2.68,-2.34,-1.479807306906427,-0.6777616476932294,-2.1575689545996566,-1.0787844772998283
Mercaptoethanol_2-mercaptoethanol,Ag_13,2hav,-2.738,-2.17,-1.44506251098337,-0.7360514352688697,-2.1811139462522395,-1.0905569731261198
Thioacetic_acid,Ag_13,2hav,-2.728,-2.17,-1.4510529930390692,-0.7360514352688697,-2.187104428307939,-1.0935522141539695
Cysteamine_2-aminoethanethiol,Ag_13,2hav,-2.68,-2.17,-1.479807306906427,-0.7360514352688697,-2.2158587421752967,-1.1079293710876483
